protein,rmsd,pose_rank_for_rmsd
3gv9,0.7876113482084931,4
3gv9,0.7880958956731622,5
3gy4,0.47441612542968314,1
3gy4,0.8163199027329641,2
3gy4,0.47222449103858744,3
3gy4,0.8255038760389258,4
3gy4,0.4800414736205031,5
3ivg,1.6578857048085203,1
3ivg,1.778336272242373,2
3ivg,1.7732021658256691,3
3ivg,1.7742398197506382,4
3ivg,1.7916463056914225,5
3jvr,2.0823747825463674,1
3jvr,1.9006371865232192,2
3jvr,1.8500408784160238,3
3jvr,1.9054457463424073,4
3jvr,1.9478148031291913,5
3jvs,1.6662508307617319,1
3jvs,1.7103993904225376,2
3jvs,1.839272042770374,3
3jvs,1.696271875399597,4
3jvs,1.6366246292906044,5
3jya,0.2301854046802781,1
3jya,0.2258472544924891,2
3jya,0.23165225792878175,3
3jya,0.22703644207355034,4
3jya,0.23523087585681676,5
3k5v,1.8717196656432815,1
3k5v,1.9566412626874226,2
3k5v,1.9580345599252087,3
3k5v,2.0082701313016202,4
3k5v,1.8784702893717597,5
3kgp,0.7005703763768054,1
3kgp,0.7100700282817772,2
3kgp,0.6930285778731881,3
3kgp,0.70232021104379,4
3kgp,0.7604904932046301,5
3kr8,0.8102432018881378,1
3kr8,0.8564444406218855,2
3kr8,0.7118621020858343,3
3kr8,0.711647669127897,4
3kr8,0.8040062582797776,5
3kwa,2.756512895486246,1
3kwa,2.2472895062004326,2
3kwa,2.660010309267932,3
3kwa,2.40995455599411,4
3kwa,2.4690745667582563,5
3l7b,0.44174958038098666,1
3l7b,0.4529612896670855,2
3l7b,0.445055530958377,3
3l7b,0.44764269766771586,4
3l7b,0.46385705968127555,5
3lka,1.05272156936804,1
3lka,1.0884470031407554,2
3lka,1.1217581493435858,3
3lka,1.0504137556990514,4
3lka,0.5932683128005861,5
3mss,2.6422261269739,1
3mss,2.362948026046702,2
3mss,2.366634300691623,3
3mss,2.5044427030875753,4
3mss,2.244002885128421,5
3myg,1.174964627281901,1
3myg,1.5460063473946055,2
3myg,1.6065479152602093,3
3myg,1.7729810988967454,4
3myg,1.406037447779479,5
3n76,1.104925928727013,1
3n7a,0.9658794243165377,1
3n7a,0.9738596297331843,2
3n7a,0.9529658301037979,3
3n7a,0.9629340794733309,4
3n7a,0.9941484944764551,5
3n86,1.1616098679230407,1
3n86,1.08130819195884,2
3n86,1.0824833802601643,3
3n86,1.156660116707887,4
3n86,1.0791921951634782,5
3nq9,1.2777174847774209,1
3nq9,1.2771375213170486,2
3nq9,1.2778825418534083,3
3nq9,1.279872051021247,4
3nq9,1.2688760911992043,5
3nw9,0.9749690187559054,1
3nw9,0.6032283736538626,2
3nw9,0.985394349692947,3
3nw9,0.9841537851501058,4
3nw9,0.6054715555843132,5
3nx7,1.2048681657367426,1
3nx7,1.0415157929937584,2
3nx7,1.1620427290304638,3
3nx7,1.1148204095049383,4
3nx7,1.2076480660217688,5
3o9i,0.8090557607789257,1
3o9i,1.1620072794952652,2
3o9i,0.8139219791692471,3
3o9i,0.6186317573291072,4
3o9i,0.8161196100934069,5
3oe4,0.8736777524405159,1
3oe4,0.7397469271762994,2
3oe4,0.7787362643522667,3
3oe4,0.8714343155725944,4
3oe4,0.7696462598949412,5
3oe5,1.1539580224826411,1
3oe5,1.4150256878115184,2
3oe5,1.1461075091402326,3
3oe5,1.3098331498460083,4
3oe5,1.4073371449072458,5
3ozs,1.488389263575912,1
3ozs,1.4886702470405038,2
3ozs,1.391088810692204,3
3ozs,1.3748269375019015,4
3ozs,1.4047271384333198,5
3ozt,1.3123873817599263,1
3ozt,1.3127501082897852,2
3ozt,1.0327355664965123,3
3ozt,1.317208764136024,4
3ozt,1.4132133304390737,5
3p5o,0.8946280577067015,1
3p5o,1.0164607634239469,2
3p5o,1.0244993804541516,3
3p5o,1.0227560080426559,4
3p5o,1.0201889403855948,5
3prs,3.6071074188855463,1
3prs,3.575293098488556,2
3prs,3.5777361643878445,3
3prs,3.64976165057989,4
3prs,3.5778320479742494,5
3pww,1.7723865629834017,1
3pww,1.7802955449336664,2
3pww,1.7526885268295829,3
3pww,1.7703657469320688,4
3pww,1.7518478701229836,5
3pxf,1.2487786512811383,1
3pxf,0.9265277975154078,2
3pxf,1.2498917424043707,3
3pxf,1.2353567892837247,4
3pxf,1.0173296556719826,5
3pyy,1.6329959123478717,1
3pyy,1.7367558628069306,2
3pyy,1.7288089110132603,3
3pyy,1.637046965542406,4
3pyy,1.7336950053647147,5
3qgy,2.184886343663921,1
3qgy,2.2375975357218865,2
3qgy,2.3534145153103854,3
3qgy,2.302512102416177,4
3qgy,2.2761687760766622,5
3qqs,2.3542778251851826,1
3qqs,2.4208882299663808,2
3qqs,2.4453116697717694,3
3qqs,2.5913195641396167,4
3qqs,2.3740020800265245,5
3r88,1.765867573629594,1
3r88,1.7715405464968275,2
3r88,1.7425897997972402,3
3r88,1.7626690193800283,4
3r88,1.828948232364739,5
3rlr,0.43186836443480203,1
3rlr,0.44260297436570933,2
3rlr,0.44742252607003424,3
3rlr,0.44361869725649417,4
3rlr,0.44193212444102037,5
3rr4,0.3180565212355433,1
3rr4,0.3118547505299827,2
3rr4,0.31910396858264756,3
3rr4,0.30606189982128473,4
3rr4,0.3052529644548881,5
3rsx,1.2216161680386834,1
3rsx,1.2068037789832433,2
3rsx,1.2100814148414194,3
3rsx,1.2040725737946394,4
3rsx,0.8278996251790542,5
3ryj,1.513614429193932,1
3ryj,1.1956458707088995,2
3ryj,1.3666268457116146,3
3ryj,1.3699760930658047,4
3ryj,1.442289385799481,5
3syr,0.3703360084747332,1
3syr,0.36306964036397565,2
3syr,0.3558760770024472,3
3syr,0.37140491728323405,4
3syr,0.3776136605389197,5
3tsk,1.5732761560303243,1
3tsk,1.6571058803609757,2
3tsk,1.8036911278153753,3
3tsk,1.8277405713179986,4
3tsk,1.6935511965542804,5
3twp,1.0584480565180934,1
3twp,1.0397684668234841,2
3twp,0.3003851210506866,3
3twp,0.2885522835601475,4
3twp,0.2871747037310324,5
3u5j,1.0608818553175197,1
3u5j,1.0554675986250177,2
3u5j,0.2846607800685172,3
3u5j,0.29079468706314526,4
3u5j,1.0622651617449361,5
3u8k,0.8057667059532864,1
3u8k,0.7978444386418578,2
3u8k,0.7929529207272649,3
3u8k,0.7997388845513579,4
3u8k,0.7962204934746392,5
3u8n,0.5725937087933174,1
3u8n,0.561386647579027,2
3u8n,0.5744617831620469,3
3u8n,0.5666354057289933,4
3u8n,0.5671461208416336,5
3u9q,1.3029411593827276,1
3u9q,1.435520644042478,2
3u9q,1.2739992770947126,3
3u9q,1.2654401205245276,4
3u9q,1.2206979592755394,5
3udh,0.4600711268370134,1
3udh,0.4604994071121316,2
3udh,0.4553170724226642,3
3udh,0.4624256118226997,4
3udh,0.4573643186436215,5
3ueu,0.9310093804144421,1
3ueu,0.949601358630615,2
3ueu,0.9637853675492706,3
3ueu,0.9316646888828184,4
3ueu,0.9465449033543251,5
3uev,0.674824298992687,1
3uev,0.8111875238679486,2
3uev,0.9075939296859387,3
3uev,0.9553089265258522,4
3uev,0.7942760147270778,5
3uew,1.1885616361810323,1
3uew,1.2571014883328857,2
3uew,1.1906109895949992,3
3uew,1.1201642787435775,4
3uew,1.1894240111839873,5
3uex,1.4333204102443644,1
3uex,1.2685011517929172,2
3uex,1.6600099739646812,3
3uex,1.5635600785255148,4
3uex,1.6027226918094606,5
3ui7,1.9533847503824424,1
3ui7,2.0562924321612663,2
3ui7,2.0610288835842057,3
3ui7,2.0532706147463253,4
3ui7,1.9600417960872463,5
3uo4,1.3132678938675675,1
3uo4,1.1394198799056603,2
3uo4,1.4510327143353374,3
3uo4,1.5529094661207592,4
3uo4,1.4522373137849245,5
3up2,0.9975670033699189,1
3up2,1.0782203873711294,2
3up2,1.4207799765136022,3
3up2,0.6243771207327061,4
3up2,1.1102329278423904,5
3uri,2.427907869788273,1
3uri,2.4198437611904993,2
3uri,2.662360483285092,3
3uri,2.7230828548542463,4
3uri,2.5883752186099827,5
3utu,2.6882719801402084,1
3utu,2.6605784606689102,2
3utu,2.6967499226197944,3
3utu,2.6152211040868902,4
3utu,2.5809664356903816,5
3uuo,1.242936315681782,1
3uuo,1.6250453253120125,2
3uuo,1.6167011216906484,3
3uuo,1.6131206099072342,4
3uuo,1.6062098973445533,5
3wtj,0.9531527212747655,1
3wtj,0.9546681098364977,2
3wtj,0.9465791548070989,3
3wtj,0.9422570777161077,4
3wtj,0.9517432356130423,5
3wz8,1.4766712070863068,1
3wz8,1.6551552736390365,2
3wz8,1.57177111891075,3
3wz8,1.6981714736385116,4
3wz8,1.5005385787554606,5
3zdg,1.5744064007873684,1
3zdg,1.6430228571638912,2
3zdg,1.6062441245475245,3
3zdg,1.806471665331884,4
3zdg,1.8148233514640575,5
3zso,3.1894018599864613,1
3zso,4.211896473634085,2
3zso,3.667759370811879,3
3zso,3.8968331997526504,4
3zso,3.861159294181401,5
3zsx,2.270272794634506,1
3zsx,1.6551322837764797,2
3zsx,1.2632900654427142,3
3zsx,2.5745873810778916,4
3zsx,2.605939264737844,5
4abg,0.9939732071826877,1
4abg,0.8690971811160995,2
4abg,0.7410478836844137,3
4abg,1.092390318827723,4
4abg,0.8845808581677733,5
4agn,1.3016670826807666,1
4agn,1.2215275242494892,2
4agn,1.1984897872113867,3
4agn,1.0636136340418394,4
4agn,1.2145243961569558,5
4agp,1.3692001183025102,1
4agp,1.289962828423571,2
4agp,1.1168770788443318,3
4agp,0.9833133139264436,4
4agp,1.39201520213727,5
4agq,1.2673584706816572,1
4agq,1.6478235778759847,2
4agq,1.507874625328997,3
4agq,1.2071526827971624,4
4agq,1.6586389954397973,5
4bkt,1.309090040862475,1
4bkt,1.3195298081454234,2
4bkt,1.3033190947774875,3
4bkt,1.4345549966190443,4
4bkt,1.1961514615182631,5
4cig,2.077804967302466,1
4cig,2.0206252751409135,2
4cig,2.011151381425633,3
4cig,1.6625612229718152,4
4cig,2.1266257466284313,5
4ciw,0.5575984076683288,1
4ciw,0.5641181238490767,2
4ciw,0.56378089802779,3
4ciw,0.5385697104883346,4
4ciw,0.5671144632391657,5
4cr9,0.19712756678593274,1
4cr9,0.20706602894535558,2
4cr9,0.20894932365399407,3
4cr9,0.2008886928322516,4
4cr9,0.19360460202363078,5
4cra,1.1408634043716683,1
4cra,0.9884685057776443,2
4cra,1.1371954434842353,3
4cra,1.1420475741004874,4
4cra,0.9913595533488369,5
4crc,1.2871703621546038,1
4crc,1.141930579279826,2
4crc,1.2642202908987583,3
4crc,1.2119409201866373,4
4crc,1.4731545005864957,5
4ddh,0.8772790395297537,1
4ddh,0.8689819347872295,2
4ddh,0.8621632598614307,3
4ddh,0.8742575832190703,4
4ddh,0.8662250452209789,5
4ddk,0.17333449991663066,1
4ddk,0.17058090391018163,2
4ddk,0.1640806497668968,3
4ddk,0.907018567110066,4
4ddk,0.9018134557565278,5
4de1,0.7752786080406564,1
4de1,0.7713981700877037,2
4de1,0.7722140892966374,3
4de1,0.7762231696323714,4
4de1,0.7775639291814743,5
4de2,1.6359279387410681,1
4de2,1.313434006796352,2
4de2,1.473622335410465,3
4de2,1.4628579040239618,4
4de2,1.3223966309324116,5
4de3,1.0797649286578388,1
4de3,1.0845994247457897,2
4de3,1.0834079503866165,3
4de3,1.0868399164257538,4
4de3,1.083125216641905,5
4djv,0.6090390845193444,1
4djv,0.6098582676532248,2
4djv,0.6133900236865755,3
4djv,0.609435039604549,4
4djv,0.613990212757337,5
4dld,0.9565298943405921,1
4dld,1.0079321884507848,2
4dld,1.0081353304543814,3
4dld,1.0128527589911156,4
4dld,1.0180451581521284,5
4dli,0.6825496368468618,1
4dli,0.6002514103112637,2
4dli,0.6829727830267159,3
4dli,0.7895272604009126,4
4dli,0.6874247561055941,5
4e5w,1.2713172027615234,1
4e5w,1.0923374790647113,2
4e5w,1.2840644574349427,3
4e5w,1.0992629257645774,4
4e5w,1.107129983449672,5
4e6q,1.1286475481931548,1
4e6q,1.1374858793207419,2
4e6q,1.0942793740805032,3
4e6q,0.969744813784028,4
4e6q,1.1120005820748509,5
4eky,0.5319601624890162,1
4eky,0.6372590139987885,2
4eky,0.6341246571501228,3
4eky,0.6343767157795848,4
4eky,0.6362349366329947,5
4eo8,1.3406149452127996,1
4eo8,1.2503674181624287,2
4eo8,1.3743575898454148,3
4eo8,1.089502117999331,4
4eo8,1.3820196694679026,5
4eor,1.1741751270615992,1
4eor,1.158828607836501,2
4eor,1.2425548688225785,3
4eor,1.1714251974867766,4
4eor,0.9165079053759544,5
4f09,0.8406615505119415,1
4f09,0.8319246949753503,2
4f09,0.8949511996010063,3
4f09,0.8347338122006768,4
4f09,0.8360830710531854,5
4f2w,0.601671247234985,1
4f2w,0.6020860710106889,2
4f2w,0.592443011957671,3
4f2w,0.5857252786242765,4
4f2w,0.6042470334966952,5
4f3c,0.7438020533590178,1
4f3c,0.7276458916118458,2
4f3c,0.733696770399002,3
4f3c,0.7319816013437596,4
4f3c,0.7485657753609833,5
4f9w,0.7694754194751949,1
4f9w,0.7617209727791732,2
4f9w,1.1679238640240526,3
4f9w,0.4379420762225291,4
4f9w,0.7627334263714305,5
4gfm,1.4323459836026289,1
4gfm,0.8326058541560886,2
4gfm,1.44091560102592,3
4gfm,0.8207466313131058,4
4gfm,1.433730113909858,5
4gid,1.044660603278109,1
4gid,1.1257323830715615,2
4gid,1.1049417827943502,3
4gid,1.2300755583248488,4
4gid,1.2584395521288827,5
4gkm,1.0905556336850442,1
4gkm,0.8401890331529395,2
4gkm,0.8312915971187899,3
4gkm,0.8344762389547391,4
4gkm,1.0865699747160078,5
4gr0,1.397624217801351,1
4gr0,1.2780474772859955,2
4gr0,1.3837712918576481,3
4gr0,1.378240199776808,4
4gr0,1.3490727181078124,5
4hge,0.5442266530245509,1
4hge,0.539414349338596,2
4hge,0.536985174469337,3
4hge,0.5481483829959092,4
4hge,0.5421035331580956,5
4ih5,1.9503020630828551,1
4ih5,1.8739701115580114,2
4ih5,2.1209112652859474,3
4ih5,1.9292130088318284,4
4ih5,1.9311699768506028,5
4ih7,1.0737149676750546,1
4ih7,1.0750300102047463,2
4ih7,1.3336981371683172,3
4ih7,1.075798637335383,4
4ih7,1.0758817598103574,5
4ivb,1.0543412052635985,1
4ivb,1.0619241037738538,2
4ivb,1.0492217788117921,3
4ivb,1.046518819125239,4
4ivb,1.088854624766562,5
4ivc,1.113218473495439,1
4ivc,1.1089420660545093,2
4ivc,1.1113543973944915,3
4ivc,1.1135430327387685,4
4ivc,1.1081081643226953,5
4ivd,1.1011772416135661,1
4ivd,1.1090795894611747,2
4ivd,1.0981039785593913,3
4ivd,1.102686267255451,4
4ivd,1.1041371936699227,5
4j21,0.41858226192682296,1
4j21,0.41845884326001487,2
4j21,0.4175623839343995,3
4j21,0.4162356035586432,4
4j21,0.4220481497285826,5
4j28,1.4230053660743396,1
4j28,0.6399217966344515,2
4j28,0.6981859334353919,3
4j28,0.6957855578841828,4
4j28,1.4926214890931753,5
4j3l,0.8967219252019208,1
4j3l,0.78379490723743,2
4j3l,0.9478551462510774,3
4j3l,0.9679898437008124,4
4j3l,0.7821876377171413,5
4jfs,0.8621352469339388,1
4jfs,1.142390120244256,2
4jfs,1.164427061003325,3
4jfs,1.2444102570879105,4
4jfs,1.2353978585539933,5
4jia,1.586073479938596,1
4jia,1.39479627668054,2
4jia,1.1515235558704184,3
4jia,1.117965647288975,4
4jia,1.4014111849602533,5
4jsz,0.49720859323389266,1
4jsz,1.2026509148559785,2
4jsz,1.2022035244492386,3
4jsz,0.4880322179876322,4
4jsz,0.49000384205899844,5
4jxs,1.505428230545101,1
4jxs,1.1034587856532598,2
4jxs,1.152338852225361,3
4jxs,1.5388657309440643,4
4jxs,1.4987876493176353,5
4k18,0.9085012553875202,1
4k18,0.9027238249308668,2
4k18,1.0029710744621299,3
4k18,0.9041930253856932,4
4k18,1.3064907175742915,5
4k77,0.9930491844520315,1
4k77,0.9984211784676361,2
4k77,0.9986751726638333,3
4k77,0.994899495743421,4
4k77,0.8988434107632168,5
4kz6,1.4965468654720366,1
4kz6,1.5116418130545781,2
4kz6,1.4935992380236376,3
4kz6,1.4993995829154252,4
4kz6,1.2987712390305133,5
4kzq,1.0700164538877077,1
4kzq,1.0830722475585912,2
4kzq,1.076793974313082,3
4kzq,1.069161465754868,4
4kzq,1.0860996578322626,5
4kzu,0.3274821001737642,1
4kzu,0.331785715689483,2
4kzu,1.1415676557065133,3
4kzu,0.32474590694850364,4
4kzu,1.1384241194868354,5
4llx,0.29499150533337365,1
4llx,0.7534584125158247,2
4llx,0.2897416989763515,3
4llx,0.08367165338614534,4
4llx,0.30560267267196917,5
4lzs,1.1703408914449676,1
4lzs,1.1768605320336205,2
4lzs,0.8573439157205178,3
4lzs,1.255029470673894,4
4lzs,0.821162479343503,5
4m0y,1.7955193398342049,1
4m0y,1.9116605373003372,2
4m0y,1.9103034903470697,3
4m0y,1.9152319895795493,4
4m0y,2.01618166288323,5
4m0z,2.3772203777016023,1
4m0z,2.1154773081901257,2
4m0z,2.7159988124141865,3
4m0z,2.2677612156657156,4
4m0z,2.3455323957142125,5
4mgd,2.873761919466527,1
4mgd,2.601845680015049,2
4mgd,2.730133983679961,3
4mgd,2.975717337840788,4
4mgd,2.778352370740666,5
4mme,1.0548180861940197,1
4mme,0.9219578870533145,2
4mme,1.447222572258367,3
4mme,1.302652437623812,4
4mme,1.4473743605659881,5
4mrw,0.14022137222476241,1
4mrw,0.4775122558106485,2
4mrw,0.27872233333917307,3
4mrw,0.1469936155868659,4
4mrw,0.144287985007085,5
4mrz,0.26294230755504483,1
4mrz,0.2650437450353563,2
4mrz,0.2573936808018048,3
4mrz,0.25801152594980276,4
4mrz,0.2661387175773167,5
4msc,1.405158575228501,1
4msc,1.4040437684767735,2
4msc,1.3966160393560176,3
4msc,1.400723954532215,4
4msc,1.4059685187487112,5
4msn,1.0399922776691586,1
4msn,1.0456192251641245,2
4msn,1.0419893315281503,3
4msn,1.0469511145914472,4
4msn,1.0404712150232152,5
4ogj,1.920621733602325,1
4ogj,1.8589284511329536,2
4ogj,1.7502198185017244,3
4ogj,2.4339945673119785,4
4ogj,1.5339214422763192,5
4owm,0.9275613048380476,1
4owm,0.9317317720907571,2
4owm,0.2876115127097181,3
4owm,0.2888267542092796,4
4owm,0.9367558518319927,5
4pcs,0.5606037984869673,1
4pcs,0.5434566245698432,2
4pcs,1.3225721563312482,3
4pcs,0.5563253082478475,4
4pcs,1.3353472513498053,5
4qac,1.2791190348978536,1
4qac,1.5155817852314608,2
4qac,1.394489234741548,3
4qac,1.4080816107367808,4
4qac,1.1696713146666904,5
4qd6,4.112861786538388,1
4qd6,4.0710928830256785,2
4qd6,4.130017482693638,3
4qd6,4.211415604457539,4
4qd6,4.154237446747935,5
4rfm,2.1784029028077203,1
4rfm,1.734503096611679,2
4rfm,1.7316080291029199,3
4rfm,1.6065467435233518,4
4rfm,1.9254057019440847,5
4tmn,1.8545596772199922,1
4tmn,3.1837359596884465,2
4tmn,3.074299719590558,3
4tmn,2.1410841121250344,4
4tmn,1.9666264701152538,5
4twp,0.808919823520656,1
4twp,1.1437209649506024,2
4twp,1.1365149705228932,3
4twp,1.1374199358135595,4
4twp,0.7719154590484354,5
4ty7,1.3445917575667865,1
4ty7,1.0510082925213315,2
4ty7,0.86030192888641,3
4ty7,1.407310463820057,4
4ty7,1.5081272419194531,5
4u4s,0.5307682630233622,1
4u4s,0.5357659116704807,2
4u4s,1.0986197384049372,3
4u4s,1.1230789425601366,4
4u4s,1.1256900731004655,5
4w9c,1.5821506911168937,1
4w9c,1.6987844258865406,2
4w9c,1.25272502965937,3
4w9c,1.468327017313759,4
4w9c,1.4219301434721598,5
4w9h,1.4998390558556178,1
4w9h,1.3841247848782152,2
4w9h,1.5009431681461813,3
4w9h,1.4600187791331152,4
4w9h,1.3597320905919617,5
4w9i,1.8403666664533194,1
4w9i,1.7570408383309184,2
4w9i,1.832277666398381,3
4w9i,1.8502404596346458,4
4w9i,1.8403963228706155,5
4w9l,1.6538643560574886,1
4w9l,1.7100118876714498,2
4w9l,1.6989766362154453,3
4w9l,1.6092053775095756,4
4w9l,1.745291382845984,5
4wiv,2.3372329122533926,1
4wiv,1.4022422934674046,2
4wiv,0.9404618639300166,3
4wiv,1.1119942758037826,4
4wiv,1.3061849418429563,5
4x6p,0.8227595248746922,1
4x6p,0.8218144409681909,2
4x6p,1.0792344718595426,3
4x6p,0.8240241168347457,4
4x6p,0.8385992537167298,5
5a7b,1.540290548073877,1
5a7b,1.5114113652325458,2
5a7b,1.3432548833703792,3
5a7b,1.6870569305754914,4
5a7b,1.2722075442207463,5
5aba,1.1649529568122985,1
5aba,1.5932678316208169,2
5aba,1.5905116684806413,3
5aba,1.436774387777189,4
5aba,1.6512103849458255,5
5c1w,0.6247277826691857,1
5c1w,0.7562670225422413,2
5c1w,0.8174392912043914,3
5c1w,0.6131211138160061,4
5c1w,0.4403151023341664,5
5c28,0.604684222908781,1
5c28,0.5828591924900773,2
5c28,0.6117343360612398,3
5c28,0.6112832640650171,4
5c28,0.613854038323299,5
5c2h,1.0595796979426155,1
5c2h,1.0546228748676036,2
5c2h,1.0617168554093557,3
5c2h,1.2597173841106308,4
5c2h,1.0646429288027583,5
5dwr,0.7612488981630632,1
5dwr,0.7572333166346219,2
5dwr,0.7564527886745724,3
5dwr,0.7579334123028382,4
5dwr,0.7520467150019295,5
5tmn,1.5817310716228365,1
5tmn,1.7144240811325224,2
5tmn,1.4257987859697916,3
5tmn,1.6808766284220524,4
5tmn,1.5549944192679663,5
